age,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
27,married,professional.course,no,yes,yes,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
30,married,basic.9y,no,yes,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
78,divorced,basic.6y,no,no,no,telephone,oct,fri,2,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,no
32,divorced,high.school,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
54,married,university.degree,unknown,no,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
41,married,university.degree,no,yes,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
27,single,professional.course,no,yes,yes,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
21,single,high.school,no,no,no,cellular,aug,thu,3,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,no
35,single,basic.4y,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
48,divorced,professional.course,no,yes,no,telephone,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
53,divorced,professional.course,unknown,yes,yes,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
36,single,basic.9y,no,no,no,telephone,jun,tue,10,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
36,married,university.degree,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
21,married,basic.9y,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
38,single,university.degree,no,yes,no,telephone,sep,tue,1,999,0,nonexistent,-3.4,92.379,-29.8,0.8190000000000001,5017.5,no
45,single,professional.course,no,unknown,unknown,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
35,married,professional.course,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
39,married,high.school,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
51,married,basic.9y,no,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
58,married,basic.4y,no,yes,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
45,married,basic.6y,unknown,yes,no,telephone,may,thu,11,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
59,married,professional.course,no,no,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,yes
50,single,university.degree,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
30,single,university.degree,no,no,yes,cellular,nov,thu,3,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
30,married,university.degree,no,no,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
23,single,unknown,unknown,no,no,cellular,jul,wed,6,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
41,married,professional.course,no,yes,no,cellular,nov,fri,5,5,1,success,-0.1,93.2,-42.0,4.021,5195.8,no
34,married,professional.course,no,unknown,unknown,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
31,divorced,basic.9y,unknown,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
52,married,basic.4y,no,no,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
37,married,high.school,no,no,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
36,divorced,professional.course,no,no,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
57,married,basic.4y,unknown,no,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
46,married,high.school,no,yes,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
42,married,high.school,no,no,no,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
32,married,high.school,unknown,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
38,divorced,professional.course,no,yes,no,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
31,married,high.school,no,no,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
58,married,basic.4y,no,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
37,married,basic.4y,no,yes,no,cellular,apr,fri,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
42,single,basic.9y,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
57,married,professional.course,no,yes,no,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
25,single,high.school,no,no,no,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
35,married,unknown,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
40,single,high.school,no,yes,yes,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
34,single,university.degree,no,no,yes,cellular,mar,tue,2,3,1,success,-1.8,93.369,-34.8,0.652,5008.7,yes
37,single,university.degree,no,no,no,cellular,apr,tue,3,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
61,married,university.degree,no,yes,no,cellular,nov,tue,1,3,2,success,-3.4,92.649,-30.1,0.715,5017.5,yes
30,single,basic.9y,no,yes,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,yes
31,single,university.degree,unknown,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
38,married,high.school,no,no,yes,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
51,married,basic.9y,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
36,married,basic.9y,no,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
39,married,basic.9y,no,no,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
38,married,high.school,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
45,divorced,high.school,no,yes,yes,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
38,divorced,university.degree,unknown,no,no,cellular,aug,mon,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
43,divorced,high.school,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33,married,university.degree,no,no,no,cellular,aug,fri,7,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
53,divorced,university.degree,no,no,no,telephone,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
28,divorced,professional.course,unknown,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
45,married,university.degree,no,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
52,married,basic.9y,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
54,married,university.degree,no,yes,yes,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
30,married,high.school,no,yes,yes,cellular,nov,fri,5,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
42,married,basic.6y,no,yes,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,yes
44,married,high.school,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
30,single,high.school,no,yes,yes,cellular,apr,mon,3,10,1,success,-1.8,93.749,-34.6,0.645,5008.7,no
55,married,high.school,no,no,yes,cellular,nov,thu,6,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
47,married,university.degree,no,no,yes,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
37,married,high.school,unknown,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
55,married,basic.4y,no,no,no,cellular,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
38,single,university.degree,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,yes
32,married,professional.course,no,no,no,cellular,oct,wed,2,14,4,failure,-1.1,94.601,-49.5,0.959,4963.6,no
36,single,university.degree,no,no,yes,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
39,married,university.degree,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
49,divorced,high.school,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30,single,university.degree,no,no,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
32,single,university.degree,no,yes,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
39,married,basic.4y,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.2990000000000002,5099.1,no
44,divorced,professional.course,no,no,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
30,married,university.degree,no,yes,no,cellular,aug,wed,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
29,single,university.degree,no,yes,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
39,married,university.degree,no,yes,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
44,married,university.degree,unknown,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
33,married,university.degree,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
51,married,university.degree,no,unknown,unknown,telephone,jul,fri,3,999,0,nonexistent,-2.9,92.469,-33.6,0.921,5076.2,no
38,married,basic.4y,unknown,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
46,married,professional.course,no,no,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
28,single,high.school,no,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
47,married,basic.6y,unknown,yes,no,telephone,may,fri,6,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
32,married,professional.course,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
47,married,university.degree,no,yes,no,telephone,may,tue,9,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
48,married,professional.course,unknown,yes,yes,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
31,married,university.degree,no,no,no,cellular,mar,wed,4,999,0,nonexistent,-1.8,93.369,-34.8,0.6509999999999999,5008.7,no
41,married,university.degree,no,yes,no,cellular,apr,fri,6,999,0,nonexistent,-1.8,93.749,-34.6,0.644,5008.7,yes
28,married,basic.4y,no,no,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes
36,single,university.degree,unknown,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
76,married,unknown,no,no,no,cellular,sep,fri,1,999,0,nonexistent,-3.4,92.379,-29.8,0.8029999999999999,5017.5,yes
36,married,high.school,no,unknown,unknown,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
31,married,high.school,no,no,yes,telephone,jun,fri,1,999,0,nonexistent,-1.7,94.055,-39.8,0.7070000000000001,4991.6,no
35,married,university.degree,no,no,no,cellular,nov,tue,3,7,3,failure,-3.4,92.649,-30.1,0.716,5017.5,no
35,married,high.school,unknown,no,yes,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
37,single,university.degree,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
53,married,university.degree,no,yes,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
58,married,basic.4y,unknown,yes,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
28,single,unknown,no,no,no,telephone,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
59,married,basic.9y,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,yes
40,married,basic.6y,no,yes,no,cellular,may,thu,4,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
50,married,basic.4y,unknown,no,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
46,married,professional.course,no,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
31,single,high.school,no,yes,no,telephone,may,fri,25,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
53,married,unknown,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
30,married,unknown,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
40,married,basic.9y,unknown,yes,yes,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
40,married,high.school,no,yes,yes,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
39,married,high.school,no,no,no,cellular,aug,thu,3,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,yes
27,single,high.school,no,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
51,married,university.degree,unknown,yes,no,cellular,aug,mon,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
51,divorced,high.school,no,no,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
56,divorced,high.school,no,no,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
41,married,basic.4y,unknown,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
34,single,university.degree,no,no,yes,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
28,single,professional.course,no,yes,yes,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
41,married,unknown,unknown,no,yes,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,yes
46,married,high.school,no,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
41,married,basic.9y,unknown,no,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
33,married,high.school,no,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
30,married,professional.course,no,yes,yes,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
34,married,basic.4y,no,no,no,cellular,may,thu,4,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
48,married,high.school,unknown,no,no,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
42,single,university.degree,no,no,no,cellular,may,mon,4,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
32,single,university.degree,no,no,no,telephone,jul,wed,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
25,single,high.school,no,no,no,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
39,divorced,university.degree,unknown,yes,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
38,married,basic.9y,no,yes,no,telephone,jul,fri,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
30,divorced,university.degree,no,yes,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
36,married,high.school,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
34,married,high.school,no,no,yes,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
25,single,high.school,no,yes,no,cellular,jul,wed,11,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
33,single,high.school,no,yes,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
25,single,university.degree,no,yes,yes,telephone,oct,thu,1,999,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,no
56,married,basic.4y,unknown,yes,no,cellular,dec,tue,3,6,1,success,-3.0,92.713,-33.0,0.715,5023.5,yes
26,married,basic.6y,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.2990000000000002,5099.1,no
57,married,university.degree,no,yes,no,cellular,jul,mon,11,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30,married,high.school,no,yes,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
53,married,professional.course,unknown,yes,no,telephone,jun,thu,6,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
35,married,university.degree,no,yes,no,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
34,married,high.school,no,unknown,unknown,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
29,single,university.degree,no,yes,yes,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
34,married,high.school,unknown,yes,no,cellular,aug,mon,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
31,single,university.degree,no,yes,no,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
57,married,basic.4y,unknown,no,yes,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
29,single,university.degree,no,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
34,divorced,university.degree,no,yes,yes,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
37,married,university.degree,no,yes,no,cellular,may,tue,3,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
38,married,university.degree,no,yes,yes,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
45,divorced,university.degree,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
32,single,university.degree,no,no,yes,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
43,married,basic.4y,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
50,married,basic.9y,unknown,yes,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
23,single,high.school,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
32,married,basic.9y,no,yes,no,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
34,married,basic.9y,no,no,no,telephone,jun,mon,8,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
45,divorced,university.degree,unknown,no,no,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
45,divorced,professional.course,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
34,single,university.degree,no,yes,yes,cellular,mar,tue,1,999,0,nonexistent,-1.8,93.369,-34.8,0.652,5008.7,yes
55,married,basic.4y,unknown,yes,no,telephone,may,fri,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
54,married,basic.4y,no,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,married,basic.4y,unknown,no,no,telephone,jun,wed,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
41,divorced,high.school,no,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
37,married,university.degree,unknown,yes,no,telephone,may,thu,11,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
47,married,basic.4y,unknown,no,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
35,married,university.degree,no,no,no,cellular,nov,thu,4,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
23,single,basic.9y,no,yes,no,telephone,jul,thu,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
35,single,unknown,no,no,yes,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
54,married,professional.course,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
45,divorced,basic.9y,no,yes,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
28,single,professional.course,no,yes,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
39,married,high.school,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
43,married,basic.4y,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
49,divorced,high.school,no,yes,no,telephone,jun,fri,20,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
35,married,high.school,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
33,single,high.school,no,yes,no,cellular,jun,tue,2,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,no
52,married,university.degree,unknown,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
37,married,basic.6y,no,yes,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
52,married,basic.4y,no,yes,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
39,married,basic.6y,unknown,yes,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
44,divorced,university.degree,no,unknown,unknown,cellular,may,fri,5,999,0,nonexistent,-1.8,92.893,-46.2,1.3130000000000002,5099.1,no
47,married,university.degree,no,yes,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
60,married,basic.9y,no,no,no,cellular,aug,fri,11,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
30,single,high.school,no,yes,no,cellular,oct,mon,2,999,0,nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5,yes
59,married,professional.course,no,no,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
51,married,professional.course,no,no,yes,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
27,single,high.school,no,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
47,married,university.degree,no,no,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
32,single,professional.course,no,yes,no,cellular,jul,tue,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
40,single,basic.9y,no,yes,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
25,single,university.degree,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.201,-31.4,0.8809999999999999,5076.2,yes
44,married,basic.9y,no,yes,yes,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.2990000000000002,5099.1,no
37,married,university.degree,unknown,no,yes,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
35,married,university.degree,unknown,yes,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
50,married,basic.9y,no,yes,no,telephone,may,thu,4,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
47,married,high.school,no,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
56,married,unknown,unknown,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
48,married,basic.4y,no,no,yes,telephone,may,thu,8,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
56,married,high.school,no,no,no,cellular,jun,tue,1,3,1,success,-1.7,94.055,-39.8,0.7609999999999999,4991.6,yes
29,married,university.degree,no,no,no,telephone,jun,thu,7,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
60,married,basic.4y,no,yes,no,telephone,aug,wed,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
44,single,university.degree,unknown,no,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,yes
43,married,high.school,no,yes,no,cellular,aug,tue,2,3,2,success,-2.9,92.201,-31.4,0.838,5076.2,yes
33,single,professional.course,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
48,married,high.school,unknown,yes,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
31,married,high.school,no,yes,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
30,single,unknown,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
46,married,high.school,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
35,married,high.school,no,no,no,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
46,married,high.school,no,yes,no,cellular,sep,wed,1,999,0,nonexistent,-3.4,92.379,-29.8,0.7809999999999999,5017.5,yes
43,single,high.school,no,no,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,no
25,single,high.school,no,yes,no,cellular,oct,fri,1,3,1,success,-1.1,94.601,-49.5,1.029,4963.6,yes
